     v             0.53,   -0.05,    0.38,    0.41,   -0.22,   -0.10,    2005
     w            -0.57,   -0.18,   -0.82,    0.0,     0.0,     0.0,     2005
     0        -29496.57,-1586.42, 4944.26,-2396.06, 3026.34,-2708.54,    2010
     1          1668.17, -575.73, 1339.85,-2326.54, -160.40, 1232.10,    2010
     2           251.75,  633.73, -537.03,  912.66,  808.97,  286.48,    2010
     3           166.58, -211.03, -356.83,  164.46,   89.40, -309.72,    2010
     4          -230.87,  357.29,   44.58,  200.26,  189.01, -141.05,    2010
     5          -118.06, -163.17,   -0.01,   -8.03,  101.04,   72.78,    2010
     6            68.69,  -20.90,   75.92,   44.18, -141.40,   61.54,    2010
     7           -22.83,  -66.26,   13.10,    3.02,  -78.09,   55.40,    2010
     8            80.44,  -75.00,  -57.80,   -4.55,  -21.20,   45.24,    2010
     9             6.54,   14.00,   24.96,   10.46,    7.03,    1.64,    2010
     a           -27.61,    4.92,   -3.28,   24.41,    8.21,   10.84,    2010
     b           -14.50,  -20.03,   -5.59,   11.83,  -19.34,  -17.41,    2010
     c            11.61,   16.71,   10.85,    6.96,  -14.05,  -10.74,    2010
     d            -3.54,    1.64,    5.50,    9.45,  -20.54,    3.45,    2010
     e            11.51,   -5.27,   12.75,    3.13,   -7.14,  -12.38,    2010
     f            -7.42,   -0.76,    7.97,    8.43,    2.14,   -8.42,    2010
     g            -6.08,  -10.08,    7.01,   -1.94,   -6.24,    2.73,    2010
     h             0.89,   -0.10,   -1.07,    4.71,   -0.16,    4.44,    2010
     i             2.45,   -7.22,   -0.33,   -0.96,    2.13,   -3.95,    2010
     j             3.09,   -1.99,   -1.03,   -1.97,   -2.80,   -8.31,    2010
     k             3.05,   -1.48,    0.13,   -2.03,    1.67,    1.65,    2010
     l            -0.66,   -0.51,   -1.76,    0.54,    0.85,   -0.79,    2010
     m            -0.39,    0.37,   -2.51,    1.79,   -1.27,    0.12,    2010
     n            -2.11,    0.75,   -1.94,    3.75,   -1.86,   -2.12,    2010
     o            -0.21,   -0.87,    0.30,    0.27,    1.04,    2.13,    2010
     p            -0.63,   -2.49,    0.95,    0.49,   -0.11,    0.59,    2010
     q             0.52,    0.00,   -0.39,    0.13,   -0.37,    0.27,    2010
     r             0.21,   -0.86,   -0.77,   -0.23,    0.04,    0.87,    2010
     s            -0.09,   -0.89,   -0.87,    0.31,    0.30,    0.42,    2010
     t             1.66,   -0.45,   -0.59,    1.08,   -1.14,   -0.31,    2010
     u            -0.07,    0.78,    0.54,   -0.18,    0.10,    0.38,    2010
     v             0.49,    0.02,    0.44,    0.42,   -0.25,   -0.26,    2010
     w            -0.53,   -0.26,   -0.79,     0.0,     0.0,    0.0,     2010
     0        -29441.46,-1501.77, 4795.99,-2445.88, 3012.20,-2845.41,    2015
     1          1676.35, -642.17, 1350.33,-2352.26, -115.29, 1225.85,    2015
     2           245.04,  581.69, -538.70,  907.42,  813.68,  283.54,    2015
     3           120.49, -188.43, -334.85,  180.95,   70.38, -329.23,    2015
     4          -232.91,  360.14,   46.98,  192.35,  196.98, -140.94,    2015
     5          -119.14, -157.40,   15.98,    4.30,  100.12,   69.55,    2015
     6            67.57,  -20.61,   72.79,   33.30, -129.85,   58.74,    2015
     7           -28.93,  -66.64,   13.14,    7.35,  -70.85,   62.41,    2015
     8            81.29,  -75.99,  -54.27,   -6.79,  -19.53,   51.82,    2015
     9             5.59,   15.07,   24.45,    9.32,    3.27,   -2.88,    2015
     a           -27.50,    6.61,   -2.32,   23.98,    8.89,   10.04,    2015
     b           -16.78,  -18.26,   -3.16,   13.18,  -20.56,  -14.60,    2015
     c            13.33,   16.16,   11.76,    5.69,  -15.98,   -9.10,    2015
     d            -2.02,    2.26,    5.33,    8.83,  -21.77,    3.02,    2015
     e            10.76,   -3.22,   11.74,    0.67,   -6.74,  -13.20,    2015
     f            -6.88,   -0.10,    7.79,    8.68,    1.04,   -9.06,    2015
     g            -3.89,  -10.54,    8.44,   -2.01,   -6.26,    3.28,    2015
     h             0.17,   -0.40,    0.55,    4.55,   -0.55,    4.40,    2015
     i             1.70,   -7.92,   -0.67,   -0.61,    2.13,   -4.16,    2015
     j             2.33,   -2.85,   -1.80,   -1.12,   -3.59,   -8.72,    2015
     k             3.00,   -1.40,    0.00,   -2.30,    2.11,    2.08,    2015
     l            -0.60,   -0.79,   -1.05,    0.58,    0.76,   -0.70,    2015
     m            -0.20,    0.14,   -2.12,    1.70,   -1.44,   -0.22,    2015
     n            -2.57,    0.44,   -2.01,    3.49,   -2.34,   -2.09,    2015
     o            -0.16,   -1.08,    0.46,    0.37,    1.23,    1.75,    2015
     p            -0.89,   -2.19,    0.85,    0.27,    0.10,    0.72,    2015
     q             0.54,   -0.09,   -0.37,    0.29,   -0.43,    0.23,    2015
     r             0.22,   -0.89,   -0.94,   -0.16,   -0.03,    0.72,    2015
     s            -0.02,   -0.92,   -0.88,    0.42,    0.49,    0.63,    2015
     t             1.56,   -0.42,   -0.50,    0.96,   -1.24,   -0.19,    2015
     u            -0.10,    0.81,    0.42,   -0.13,   -0.04,    0.38,    2015
     v             0.48,    0.08,    0.48,    0.46,   -0.30,   -0.35,    2015
     w            -0.43,   -0.36,   -0.71,    0.0,     0.0,     0.0,     2015
     0         -29404.8, -1450.9,  4652.5, -2499.6,  2982.0, -2991.6,    2020
     1           1676.9,  -734.6,  1363.2, -2381.2,   -82.1,  1236.2,    2020
     2            241.9,   525.7,  -543.4,   903.0,   809.5,   281.9,    2020
     3             86.3,  -158.4,  -309.4,   199.7,    48.0,  -349.7,    2020
     4           -234.3,   363.2,    47.7,   187.8,   208.3,  -140.6,    2020
     5           -121.2,  -151.2,    32.3,    13.5,    98.8,    66.0,    2020
     6             65.5,   -19.1,    72.9,    25.1,  -121.5,    52.8,    2020
     7            -36.2,   -64.5,    13.5,     8.9,   -64.7,    68.1,    2020
     8             80.6,   -76.7,   -51.5,    -8.2,   -16.9,    56.5,    2020
     9              2.2,    15.8,    23.5,     6.4,    -2.2,    -7.2,    2020
     a            -27.2,     9.8,    -1.8,    23.7,     9.7,     8.4,    2020
     b            -17.5,   -15.3,    -0.5,    12.8,   -21.1,   -11.7,    2020
     c             15.3,    14.9,    13.7,     3.6,   -16.5,    -6.9,    2020
     d             -0.3,     2.8,     5.0,     8.4,   -23.4,     2.9,    2020
     e             11.0,    -1.5,     9.8,    -1.1,    -5.1,   -13.2,    2020
     f             -6.3,     1.1,     7.8,     8.8,     0.4,    -9.3,    2020
     g             -1.4,   -11.9,     9.6,    -1.9,    -6.2,     3.4,    2020
     h             -0.1,    -0.2,     1.7,     3.5,    -0.9,     4.8,    2020
     i              0.7,    -8.6,    -0.9,    -0.1,     1.9,    -4.3,    2020
     j              1.4,    -3.4,    -2.4,    -0.1,    -3.8,    -8.8,    2020
     k              3.0,    -1.4,     0.0,    -2.5,     2.5,     2.3,    2020
     l             -0.6,    -0.9,    -0.4,     0.3,     0.6,    -0.7,    2020
     m             -0.2,    -0.1,    -1.7,     1.4,    -1.6,    -0.6,    2020
     n             -3.0,     0.2,    -2.0,     3.1,    -2.5,    -2.0,    2020
     o             -0.1,    -1.2,     0.4,     0.5,     1.3,     1.4,    2020
     p             -1.1,    -1.8,     0.7,     0.1,     0.3,     0.8,    2020
     q              0.5,    -0.2,    -0.3,     0.6,    -0.5,     0.2,    2020
     r              0.1,    -0.9,    -1.1,    -0.0,    -0.3,     0.5,    2020
     s              0.1,    -0.9,    -0.9,     0.5,     0.6,     0.7,    2020
     t              1.4,    -0.3,    -0.4,     0.8,    -1.3,    -0.0,    2020
     u             -0.1,     0.8,     0.3,    -0.0,    -0.1,     0.4,    2020
     v              0.5,     0.1,     0.5,     0.5,    -0.4,    -0.5,    2020
     w             -0.3,    -0.4,    -0.6      0.0      0.0      0.0,    2020
     0              5.7,     7.4,   -25.9,   -11.0,    -7.0,   -30.2,    2022
     1             -2.1,   -22.4,     2.2,    -5.9,     6.0,     3.1,    2022
     2             -1.1,   -12.0,     0.5,    -1.2,    -1.5,    -0.1,    2022
     3             -5.9,     6.5,     5.2,     3.5,    -5.1,    -5.0,    2022
     4             -0.3,     0.5,    -0.0,    -0.6,     2.5,     0.2,    2022
     5             -0.6,     1.3,     3.0,     0.9,     0.3,    -0.5,    2022
     6             -0.3,     0.0,     0.4,    -1.6,     1.3,    -1.3,    2022
     7             -1.4,     0.8,    -0.0,     0.0,     0.9,     1.0,    2022
     8             -0.1,    -0.2,     0.6,    -0.0,     0.6,     0.7,    2022
     9             -0.8,     0.1,    -0.2,    -0.5,    -1.1,    -0.8,    2022
     a              0.1,     0.8,     0.3,    -0.0,     0.1,    -0.2,    2022
     b             -0.1,     0.6,     0.4,    -0.2,    -0.1,     0.5,    2022
     c              0.4,    -0.3,     0.3,    -0.4,    -0.1,     0.5,    2022
     d              0.4,     0.0,     0.0,     0.0,     0.0,     0.0,    2022
